Rk,Player,Age,Team,Pos,G,GS,MPAVG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,MPTotal,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,SEASON
1,Precious Achiuwa,24,2TM,C,74,18,21.9,3.2,6.3,0.501,0.4,1.3,0.268,2.8,5,0.562,0.529,0.9,1.5,0.616,2.6,4,6.6,1.3,0.6,0.9,1.1,1.9,7.6,,1624,14.6,0.545,0.207,0.239,13,20.5,16.7,8.4,1.4,3.9,13.8,15.9,1.2,2.2,3.4,0.102,-1.7,0.3,-1.4,0.2,2023
2,Bam Adebayo,26,MIA,C,71,71,34,7.5,14.3,0.521,0.2,0.6,0.357,7.3,13.7,0.528,0.529,4.1,5.5,0.755,2.2,8.1,10.4,3.9,1.1,0.9,2.3,2.2,19.3,"DPOY-3,AS,DEF1",2416,19.8,0.576,0.041,0.381,7.4,27.3,17.3,18.9,1.7,2.7,12,24.9,2.9,4.3,7.2,0.144,0.8,1.7,2.4,2.7,2023
3,Ochai Agbaji,23,2TM,SG,78,28,21,2.3,5.6,0.411,0.8,2.7,0.294,1.5,2.8,0.523,0.483,0.5,0.7,0.661,0.9,1.8,2.8,1.1,0.6,0.6,0.8,1.5,5.8,,1641,7.7,0.497,0.487,0.129,4.9,9.6,7.2,6.6,1.4,2.4,12.3,13.4,-0.5,0.6,0.1,0.002,-3.5,-0.9,-4.4,-1,2023
4,Santi Aldama,23,MEM,PF,61,35,26.5,4,9.3,0.435,1.7,5,0.349,2.3,4.3,0.534,0.528,0.9,1.4,0.621,1.2,4.6,5.8,2.3,0.7,0.9,1.1,1.5,10.7,,1618,13.1,0.539,0.535,0.153,4.7,19.7,11.9,13.3,1.3,3.1,10.2,17.9,0.4,2,2.4,0.07,-0.7,0.4,-0.2,0.7,2023
5,Nickeil Alexander-Walker,25,MIN,SG,82,20,23.4,2.9,6.6,0.439,1.6,4.1,0.391,1.3,2.5,0.517,0.56,0.6,0.8,0.8,0.4,1.6,2,2.5,0.8,0.5,0.9,1.7,8,,1921,10.9,0.578,0.623,0.121,2.2,7.5,4.9,14.5,1.6,1.9,11.8,14.8,1.5,2.8,4.3,0.107,-1.1,1.3,0.2,1.1,2023
6,Grayson Allen,28,PHO,SG,75,74,33.5,4.5,9.1,0.499,2.7,5.9,0.461,1.8,3.2,0.57,0.649,1.7,2,0.878,0.6,3.3,3.9,3,0.9,0.6,1.3,2.1,13.5,,2513,13.8,0.679,0.652,0.216,2.3,10.6,6.6,12.1,1.3,1.6,11.3,14.5,4.7,2.2,6.9,0.132,1.1,0.1,1.3,2,2023
7,Jarrett Allen,25,CLE,C,77,77,31.7,6.7,10.6,0.634,0,0.1,0,6.7,10.6,0.638,0.634,3,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5,DPOY-10,2442,21.8,0.664,0.007,0.383,11.3,25.8,18.7,13.2,1.1,3,11.2,19.4,6.8,3.9,10.7,0.21,2.1,0.9,3,3.1,2023
8,Timmy Allen,24,MEM,SF,5,0,25,1.2,4.6,0.261,0,1.4,0,1.2,3.2,0.375,0.261,0.2,0.4,0.5,0.8,2.6,3.4,1,0.8,0,0.4,3.6,2.6,,125,0.8,0.272,0.304,0.087,3.4,11.8,7.4,5.4,1.6,0,7.7,8.9,-0.2,0.1,-0.1,-0.041,-10.3,-0.7,-11.1,-0.3,2023
9,Jose Alvarado,25,NOP,PG,56,0,18.4,2.5,6.2,0.412,1.4,3.7,0.377,1.1,2.5,0.464,0.525,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1,6MOY-6,1028,12.5,0.54,0.6,0.151,2.7,11,6.9,15.3,2.8,1.4,9.8,17.3,0.6,1.5,2.1,0.097,-1.5,1.5,-0.1,0.5,2023
10,Kyle Anderson,30,MIN,PF,79,10,22.6,2.5,5.5,0.46,0.1,0.6,0.229,2.4,4.9,0.488,0.472,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,1.6,6.4,,1782,12.7,0.513,0.111,0.316,4,13,8.7,25,2,2.3,15.6,14.5,1.4,3.1,4.5,0.121,-1.6,2.7,1.1,1.4,2023
11,Giannis Antetokounmpo,29,MIL,PF,73,73,35.2,11.5,18.8,0.611,0.5,1.7,0.274,11,17.1,0.645,0.624,7,10.7,0.657,2.7,8.8,11.5,6.5,1.2,1.1,3.4,2.9,30.4,"MVP-4,DPOY-9,CPOY-12,AS,NBA1",2567,29.9,0.649,0.091,0.571,8.6,27,17.9,32.7,1.6,2.6,12.7,33,9.5,3.7,13.2,0.246,6.7,2.4,9,7.2,2023
12,Thanasis Antetokounmpo,31,MIL,PF,34,0,4.6,0.5,0.9,0.533,0,0,0,0.5,0.9,0.552,0.533,0,0.1,0,0.2,0.2,0.4,0.5,0.2,0.1,0.4,0.7,0.9,,155,5.5,0.518,0.033,0.067,5.1,4.2,4.6,13.9,2.2,2.2,31.2,12.5,-0.2,0.1,0,-0.01,-6.7,0.3,-6.4,-0.2,2023
13,Cole Anthony,23,ORL,PG,81,0,22.4,4.1,9.4,0.435,1.1,3.4,0.338,3,6,0.49,0.496,2.2,2.7,0.826,0.8,3,3.8,2.9,0.8,0.5,1.6,2.2,11.6,,1817,14.6,0.545,0.36,0.286,4.1,16.1,10.1,19.8,1.7,1.9,12.8,23.7,0.9,2.7,3.6,0.096,-0.6,0.7,0.1,1,2023
14,OG Anunoby,26,2TM,SF,50,50,34,5.6,11.5,0.489,2,5.3,0.382,3.6,6.2,0.581,0.577,1.3,1.8,0.753,0.9,3.2,4.2,2.1,1.4,0.7,1.6,2.4,14.7,,1702,12.8,0.595,0.463,0.154,3,10.6,6.8,9,2,1.9,11.6,17.6,1.1,1.5,2.6,0.073,-1,0.5,-0.6,0.6,2023
15,Ryan Arcidiacono,29,NYK,PG,20,0,2.3,0,0.3,0,0,0.3,0,0,0,,0,0,0,,0,0.4,0.4,0.2,0.1,0,0.1,0.3,0,,45,-2,0,1,0,0,20,10,10.4,2.2,0,25,7.7,-0.1,0.1,-0.1,-0.089,-11.5,1.9,-9.6,-0.1,2023
16,Deni Avdija,23,WAS,SF,75,75,30.1,5.4,10.7,0.506,1.2,3.1,0.374,4.2,7.6,0.56,0.56,2.7,3.6,0.74,1.1,6.1,7.2,3.8,0.8,0.5,2.1,2.5,14.7,,2257,14.9,0.597,0.293,0.34,3.9,22.1,12.8,17.8,1.2,1.3,14.8,20.2,1.7,1.5,3.2,0.068,-0.7,-0.2,-0.9,0.6,2023
17,Deandre Ayton,25,POR,C,55,55,32.4,7.8,13.6,0.57,0,0.2,0.1,7.7,13.4,0.576,0.571,1.2,1.4,0.823,3.2,7.9,11.1,1.6,1,0.8,1.8,2,16.7,,1784,18.9,0.587,0.013,0.105,10.4,28.9,19.1,8.8,1.5,2.1,11.2,21.1,1.8,2.1,3.9,0.106,0.5,-0.2,0.3,1,2023
18,Udoka Azubuike,24,PHO,C,16,0,7.1,1,1.4,0.696,0,0,,1,1.4,0.696,0.696,0.2,0.8,0.231,0.7,1.3,2,0.2,0.1,0.4,0.3,1.1,2.2,,113,12.3,0.609,0,0.565,11.6,20,16,3.6,0.4,4.7,12.2,12.6,0.1,0.1,0.2,0.1,-3,-0.1,-3.2,0,2023
19,Ibou Badji,21,POR,C,22,1,10.3,0.6,1,0.636,0,0,,0.6,1,0.636,0.636,0.3,0.5,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,2.1,1.5,,226,8.1,0.623,0,0.545,9.4,16.3,12.6,7.7,0.7,8,35.5,8,0,0.2,0.2,0.046,-7.7,1.9,-5.8,-0.2,2023
20,Marvin Bagley III,24,2TM,C,50,25,21.1,4.8,8.2,0.586,0.2,0.5,0.391,4.6,7.7,0.597,0.597,1.9,2.5,0.762,2.6,3.6,6.2,1.1,0.4,0.7,1.2,1.6,11.7,,1053,19.4,0.629,0.056,0.309,13.1,19.2,16.1,8.1,0.9,2.6,11.3,21,2,0.7,2.7,0.122,1,-1.4,-0.4,0.4,2023
21,Amari Bailey,19,CHO,PG,10,0,6.5,0.8,2.4,0.333,0.1,0.8,0.125,0.7,1.6,0.438,0.354,0.6,0.7,0.857,0.6,0.3,0.9,0.7,0.3,0,0.4,0.2,2.3,,65,9.7,0.425,0.333,0.292,10.1,5.3,7.8,15.2,2.3,0,12.9,21.1,-0.1,0,-0.1,-0.044,-5.2,-3.1,-8.3,-0.1,2023
22,Patrick Baldwin Jr.,21,WAS,SF,38,7,13,1.6,4.1,0.381,0.8,2.6,0.32,0.7,1.5,0.483,0.481,0.5,0.7,0.679,0.4,2.8,3.2,0.8,0.5,0.4,0.5,1.5,4.4,,493,9.7,0.502,0.626,0.181,3.6,23.5,13.3,7.6,1.7,2.5,10.2,15.9,-0.3,0.5,0.2,0.019,-4,-0.6,-4.6,-0.3,2023
23,LaMelo Ball,22,CHO,PG,22,22,32.3,8.3,19.2,0.433,3.2,9,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8,1.8,0.2,3.8,3.6,23.9,,711,20.8,0.561,0.466,0.246,4.4,13.7,8.9,43.1,2.8,0.5,15,34.3,0.6,0.5,1.1,0.074,3.8,-0.5,3.3,1,2023
24,Mo Bamba,25,PHI,C,57,17,13,1.7,3.5,0.49,0.4,1.1,0.391,1.3,2.4,0.537,0.553,0.6,0.9,0.68,1.4,2.8,4.2,0.7,0.4,1.1,0.7,1.8,4.4,,740,15.4,0.575,0.323,0.253,11.3,24.5,17.8,7.6,1.5,7.4,15.1,15.1,0.6,1.3,2,0.128,-2.3,1.4,-1,0.2,2023
25,Paolo Banchero,21,ORL,PF,80,80,35,8,17.6,0.455,1.5,4.4,0.339,6.5,13.2,0.493,0.497,5.1,7,0.725,1,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6,AS,2799,17.3,0.546,0.249,0.397,3.4,20,11.6,25.2,1.3,1.6,13,29.7,1.3,4,5.3,0.09,1.3,0,1.3,2.3,2023
26,Desmond Bane,25,MEM,SG,42,42,34.4,8.6,18.5,0.464,3.3,8.6,0.381,5.3,9.9,0.536,0.552,3.3,3.8,0.87,0.9,3.5,4.4,5.5,1,0.5,2.7,2.9,23.7,,1443,18.5,0.589,0.464,0.207,2.6,11.8,7,29.2,1.5,1.4,11.7,28.5,1.8,1.3,3.1,0.102,3.1,-0.3,2.8,1.7,2023
27,Dalano Banton,24,2TM,PG,54,9,19.4,3.7,9.3,0.404,1.1,3.7,0.296,2.6,5.6,0.475,0.463,1.7,2.2,0.783,0.8,2.5,3.3,2.4,0.6,0.4,1.4,1.2,10.3,,1047,13.3,0.504,0.398,0.24,4.2,15.2,9.5,19.4,1.6,1.7,12.2,25.7,-0.4,0.9,0.5,0.024,-0.7,-0.6,-1.3,0.2,2023
28,Dominick Barlow,20,SAS,PF,33,1,12.7,1.7,3.4,0.496,0.1,0.3,0.333,1.6,3.2,0.51,0.509,0.9,1.3,0.69,1.4,2.1,3.4,1.1,0.4,0.4,0.3,1.4,4.4,,420,14.6,0.548,0.08,0.372,11.5,17.7,14.5,11.7,1.4,2.8,6.4,14.1,0.7,0.4,1.1,0.126,-1.7,0,-1.7,0,2023
29,Harrison Barnes,31,SAC,PF,82,82,29,4.2,8.9,0.474,1.8,4.7,0.387,2.4,4.2,0.571,0.576,1.9,2.4,0.801,0.8,2.2,3,1.2,0.7,0.1,0.7,1.2,12.2,,2381,11.9,0.611,0.526,0.268,3.1,8.8,5.9,5.6,1.1,0.5,6.6,15.7,3.1,1.5,4.7,0.094,-0.6,-1.2,-1.8,0.1,2023
30,Scottie Barnes,22,TOR,SG,60,60,34.9,7.5,15.7,0.475,1.7,4.9,0.341,5.8,10.8,0.536,0.528,3.3,4.2,0.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2,19.9,AS,2094,19.5,0.566,0.314,0.266,7.3,18.9,13,26.2,1.7,3.7,13.6,24.8,2.3,2,4.3,0.098,2.9,0.8,3.7,3,2023
31,RJ Barrett,23,2TM,SG,58,58,31.7,7.5,15.2,0.495,1.6,4.3,0.36,6,10.9,0.549,0.547,3.6,5,0.715,0.9,4.5,5.4,3.3,0.5,0.4,2.2,2.2,20.2,,1838,16.4,0.58,0.284,0.331,3.1,16,9.5,16.7,0.8,1.1,11.1,26.5,1.6,1.2,2.9,0.075,0.7,-1.5,-0.8,0.6,2023
32,Charles Bassey,23,SAS,C,19,0,10.8,1.5,2.1,0.725,0,0.1,0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4,1.1,0.4,0.9,0.8,1.6,3.3,,205,17.7,0.739,0.025,0.15,12,28.2,20,14.1,1.9,6.9,26,11.9,0.3,0.4,0.7,0.157,-1.8,3.1,1.3,0.2,2023
33,Emoni Bates,20,CLE,SF,15,0,8.9,1,3.3,0.306,0.7,2.2,0.303,0.3,1.1,0.313,0.408,0.1,0.3,0.25,0.1,0.9,0.9,0.7,0.1,0.1,0.5,0.3,2.7,,133,2.6,0.404,0.673,0.082,0.9,10.9,5.9,10,0.4,1.4,13.6,19.5,-0.4,0.1,-0.3,-0.092,-6.2,-3,-9.2,-0.2,2023
34,Keita Bates-Diop,28,2TM,SF,53,8,12.5,1.4,3.1,0.434,0.4,1.3,0.304,1,1.8,0.526,0.497,0.6,0.8,0.762,0.6,1.5,2.1,0.7,0.5,0.4,0.3,0.7,3.7,,665,11.5,0.534,0.416,0.253,5.5,12.8,9.3,7.4,1.8,2.9,7.5,13,0.5,0.8,1.3,0.091,-1.5,0.4,-1,0.2,2023
35,Nicolas Batum,35,2TM,PF,60,38,25.5,1.9,4.3,0.453,1.2,3.1,0.395,0.7,1.2,0.606,0.596,0.3,0.4,0.714,1.2,3,4.1,2.1,0.8,0.6,0.7,1.8,5.3,,1529,10.2,0.603,0.723,0.082,5,13.1,9,10.7,1.5,2.3,13.1,8.6,1.7,1.6,3.3,0.103,-1.3,0.8,-0.4,0.6,2023
36,Darius Bazley,23,2TM,PF,9,0,16.9,2,3.3,0.6,0.2,0.9,0.25,1.8,2.4,0.727,0.633,1.1,1.3,0.833,0.9,2.2,3.1,0.8,0.7,0.8,0.9,0.3,5.3,,152,13.9,0.68,0.267,0.4,5.8,14.4,10.1,6,1.9,4.1,18.5,11.9,0.2,0.1,0.3,0.084,-0.9,0.5,-0.4,0.1,2023
37,Bradley Beal,30,PHO,SG,53,53,33.3,7.1,13.9,0.513,1.9,4.4,0.43,5.2,9.4,0.552,0.582,2.1,2.5,0.813,1,3.4,4.4,5,1,0.5,2.5,2.4,18.2,,1767,16.3,0.607,0.32,0.182,3.6,10.8,7.4,22.5,1.4,1.3,14.2,22.7,2.4,1.5,3.9,0.107,0.9,-0.6,0.4,1.1,2023
38,Malik Beasley,27,MIL,SG,79,77,29.6,4.1,9.1,0.443,2.8,6.9,0.413,1.2,2.3,0.533,0.598,0.3,0.4,0.714,0.5,3.2,3.7,1.4,0.7,0.1,0.7,2,11.3,,2337,10.3,0.603,0.751,0.048,2,11.4,6.8,6.1,1.2,0.3,6.8,14.6,1.9,1.6,3.5,0.073,-1,-0.8,-1.8,0.1,2023
39,MarJon Beauchamp,23,MIL,SF,48,1,12.7,1.7,3.5,0.488,0.6,1.6,0.4,1.1,1.9,0.56,0.578,0.4,0.6,0.679,0.5,1.6,2.1,0.6,0.3,0.1,0.6,1.1,4.4,,608,9.7,0.592,0.452,0.169,4.1,13.6,8.9,6.7,1,1,13.2,14.6,0.2,0.5,0.7,0.056,-2.3,-0.9,-3.2,-0.2,2023
40,Jules Bernard,24,WAS,SG,19,0,7.8,1.5,3.4,0.453,0.6,1.5,0.379,0.9,1.8,0.514,0.539,0.3,0.5,0.556,0.5,0.8,1.4,0.8,0.2,0.1,0.4,0.7,3.9,,149,12.7,0.544,0.453,0.141,7,11.8,9.3,15.4,0.9,0.5,10.5,21.5,0,0,0.1,0.026,-0.6,-2.5,-3,0,2023
41,Dāvis Bertāns,31,2TM,PF,43,1,15.7,2.1,5.4,0.393,1.8,4.7,0.38,0.4,0.8,0.471,0.556,0.7,0.8,0.909,0.2,1.2,1.4,0.8,0.6,0.3,0.4,1.3,6.7,,674,11.6,0.583,0.855,0.141,1.5,8.8,5.1,7.2,1.9,1.7,6.8,17.4,0.5,0.4,0.9,0.061,-0.8,-0.6,-1.4,0.1,2023
42,Patrick Beverley,35,2TM,PG,73,13,20,2.2,5.2,0.417,0.8,2.5,0.337,1.3,2.7,0.49,0.497,1,1.2,0.822,0.7,2.6,3.3,2.9,0.6,0.4,0.9,1.8,6.2,,1462,11.6,0.539,0.478,0.237,3.7,14.3,9,19,1.4,1.9,13.4,14.3,1.2,1.5,2.7,0.09,-1.5,0.5,-1.1,0.3,2023
43,Saddiq Bey,24,ATL,SF,63,51,32.7,4.6,11.1,0.416,1.8,5.7,0.316,2.8,5.4,0.522,0.497,2.7,3.2,0.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,,2062,13.1,0.549,0.514,0.291,8.5,13.4,10.9,6,1.2,0.5,6.4,17,2.8,0.7,3.5,0.081,0.1,-2,-1.8,0.1,2023
44,Goga Bitadze,24,ORL,C,62,33,15.4,2,3.4,0.603,0,0.2,0.143,2,3.1,0.636,0.608,0.9,1.4,0.655,1.8,2.9,4.6,1.3,0.5,1.2,0.7,1.7,5,,957,17.8,0.629,0.067,0.416,13.3,21.9,17.5,11.7,1.7,7,15.1,13.3,1.8,1.9,3.7,0.186,-0.7,2.8,2.1,1,2023
45,Onuralp Bitim,24,CHI,SG,23,1,11.7,1.4,3.7,0.381,0.5,1.9,0.273,0.9,1.7,0.5,0.452,0.2,0.2,0.8,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1,3.5,,268,5,0.464,0.524,0.06,2.5,11.1,6.7,6.5,0.6,0.8,10.4,15.8,-0.3,0.1,-0.1,-0.027,-5.4,-2,-7.4,-0.4,2023
46,Bismack Biyombo,31,2TM,C,40,27,19.8,1.9,3.3,0.565,0,0,,1.9,3.3,0.565,0.565,0.7,1.4,0.481,1.6,3.7,5.2,1.3,0.3,0.9,1.1,2.2,4.4,,791,9.9,0.562,0,0.412,8.3,21.1,14.5,9.5,0.7,4.4,21.3,10.7,0.1,1,1.1,0.066,-4.8,1.4,-3.4,-0.3,2023
47,Anthony Black,20,ORL,PG,69,33,16.9,1.7,3.6,0.466,0.5,1.4,0.394,1.1,2.2,0.51,0.54,0.7,1.2,0.613,0.5,1.5,2,1.3,0.5,0.3,0.8,1.6,4.6,,1164,8.4,0.56,0.381,0.324,3.3,10.8,7,10.6,1.5,1.7,16.6,12.7,0.1,1.5,1.6,0.067,-3.8,0.8,-3,-0.3,2023
48,Leaky Black,24,CHO,SF,26,3,10.9,1,2,0.481,0.3,0.8,0.45,0.6,1.2,0.5,0.567,0.4,0.6,0.667,0.3,1.5,1.8,0.9,0.3,0.4,0.2,0.7,2.7,,284,11.5,0.589,0.385,0.288,3.5,15.9,9.5,11.4,1.4,3.6,9.3,10.1,0.3,0.2,0.5,0.084,-2.6,0.3,-2.4,0,2023
49,Buddy Boeheim,24,DET,SF,10,0,8.4,0.9,2.9,0.31,0.8,2.5,0.32,0.1,0.4,0.25,0.448,0.8,1,0.8,0.3,0.7,1,0.3,0,0.1,0,0.5,3.4,,84,9.1,0.509,0.862,0.345,3.9,9.5,6.6,4.8,0,1,0,17,0.1,0,0.1,0.047,-0.7,-2.8,-3.5,0,2023
50,Bogdan Bogdanović,31,ATL,SG,79,33,30.4,6,13.9,0.428,3,8.1,0.374,2.9,5.8,0.503,0.537,1.9,2.1,0.921,0.7,2.8,3.4,3.1,1.2,0.3,1.4,2.3,16.9,6MOY-5,2401,14.7,0.569,0.583,0.149,2.3,10.3,6.2,14.9,1.9,1,8.7,22.3,2.8,1.2,3.9,0.079,0.9,-0.7,0.2,1.4,2023
51,Bojan Bogdanović,34,2TM,PF,57,27,25.9,5.4,11.9,0.454,2.3,5.9,0.398,3.1,6.1,0.507,0.551,2.1,2.6,0.785,0.4,2.3,2.7,1.7,0.5,0.1,1.8,1.7,15.2,6MOY-9,1478,12.6,0.581,0.49,0.219,1.6,10,5.7,10.3,1,0.3,11.9,24.6,0.3,0.7,1.1,0.034,-0.7,-2.5,-3.2,-0.4,2023
52,Bol Bol,24,PHO,PF,43,0,10.9,2.2,3.5,0.616,0.5,1.2,0.423,1.7,2.3,0.717,0.689,0.3,0.4,0.789,0.7,2.4,3.2,0.4,0.2,0.6,0.4,1,5.2,,469,18.7,0.7,0.344,0.126,8.1,24.1,16.5,5.3,1,4.7,10.7,16.5,1,0.7,1.6,0.168,1.4,0.8,2.1,0.5,2023
53,Marques Bolden,25,2TM,C,11,2,11,1.5,2.3,0.68,0,0.1,0,1.5,2.2,0.708,0.68,0.3,0.4,0.75,0.9,2.2,3.1,0.4,0.3,0.6,0.3,0.9,3.4,,121,16,0.691,0.04,0.16,9,22.8,15.8,4.8,1.2,5.4,10.1,10.9,0.2,0.1,0.3,0.134,-2.1,-0.5,-2.7,0,2023
54,Devin Booker,27,PHO,PG,68,68,36,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13,0.552,0.55,6,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3,27.1,"AS,NBA3",2447,21.9,0.611,0.32,0.35,2.7,11.1,7.1,31.2,1.2,1,10.6,29.8,7.2,2,9.2,0.181,4,-1,3,3.1,2023
55,Brandon Boston Jr.,22,LAC,SF,32,0,10.8,2,5,0.404,0.4,1.6,0.269,1.6,3.4,0.468,0.447,0.7,1,0.697,0.6,1,1.6,0.4,0.3,0.3,0.8,1.3,5.2,,345,8.7,0.476,0.323,0.205,6.4,10.4,8.5,5.4,1.6,2.1,12,25.4,-0.6,0.3,-0.3,-0.04,-6.2,-2.7,-9,-0.6,2023
56,Chris Boucher,31,TOR,PF,50,0,14.1,2.2,4.3,0.507,0.6,1.9,0.33,1.6,2.5,0.642,0.578,1.4,1.8,0.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4,,705,16,0.625,0.433,0.424,9.5,23.1,16.1,4.5,1,3,9.8,17.3,1.2,0.6,1.7,0.119,-0.3,-1.4,-1.7,0.1,2023
57,James Bouknight,23,CHO,SG,14,0,5.8,1.3,2.9,0.439,0.9,2.1,0.433,0.4,0.8,0.455,0.598,0.1,0.1,0.5,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6,,81,15.9,0.597,0.732,0.049,1.3,11.4,6.2,12.2,0.6,1.2,4.6,23.9,0.1,0,0.1,0.062,4.4,-2.2,2.2,0.1,2023
58,Jamaree Bouyea,24,2TM,PG,9,0,10.6,1.1,3.1,0.357,0.1,1,0.111,1,2.1,0.474,0.375,0,0,,0.3,1.8,2.1,1.2,0.1,0,1,1.1,2.3,,95,1.5,0.375,0.321,0,3.4,19.2,11,15.9,0.5,0,24.3,16.5,-0.3,0.1,-0.3,-0.129,-10.2,-2,-12.3,-0.2,2023
59,Malaki Branham,20,SAS,PG,75,29,21.3,3.6,8.4,0.432,1.2,3.6,0.347,2.4,4.8,0.494,0.506,0.7,0.8,0.873,0.4,1.6,2,2.1,0.4,0.1,1.2,1.3,9.2,,1594,8.7,0.526,0.427,0.1,1.9,8.2,5,14,0.8,0.4,12.2,19.8,-0.9,0.6,-0.3,-0.008,-3.4,-2.2,-5.6,-1.5,2023
60,Christian Braun,22,DEN,SG,82,4,20.2,2.7,5.9,0.46,0.8,2,0.384,1.9,3.9,0.498,0.525,1.1,1.6,0.694,1,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,,1655,12.1,0.554,0.34,0.277,5.4,14.8,10.2,10.2,1.3,1.8,9.2,15.7,1.5,2,3.4,0.1,-1.7,-0.2,-1.9,0,2023
61,Mikal Bridges,27,BRK,SF,82,82,34.8,6.9,15.8,0.436,2.7,7.2,0.372,4.2,8.6,0.49,0.521,3.1,3.9,0.814,0.8,3.7,4.5,3.6,1,0.4,2,1.4,19.6,,2854,14.9,0.56,0.457,0.245,2.5,12,7.1,16.3,1.4,0.9,10.3,24.3,2.1,2.1,4.2,0.07,0.7,-1,-0.4,1.2,2023
62,Miles Bridges,25,CHO,SF,69,67,37.4,8.1,17.5,0.462,2.3,6.5,0.349,5.8,11,0.529,0.527,2.5,3.1,0.825,1,6.3,7.3,3.3,0.9,0.5,2,1.7,21,,2581,15.4,0.556,0.372,0.174,3,19.5,11,14.6,1.2,1.2,9.6,24.7,0.7,1.4,2.2,0.04,0.2,-1.3,-1.1,0.6,2023
63,Oshae Brissett,25,BOS,SF,55,1,11.5,1.2,2.8,0.444,0.3,1,0.273,1,1.8,0.541,0.493,0.9,1.5,0.602,1.1,1.8,2.9,0.8,0.3,0.1,0.4,1,3.7,,630,12.8,0.53,0.359,0.542,10.9,16.3,13.7,8.7,1.5,1.1,9.5,14.5,0.8,0.9,1.7,0.131,-2,0.2,-1.8,0,2023
64,Izaiah Brockington,24,NOP,PG,1,0,3,2,5,0.4,0,1,0,2,4,0.5,0.4,0,0,,1,1,2,0,0,0,0,0,4,,3,26.6,0.4,0.2,0,37.6,36.7,37.1,0,0,0,0,72.5,0,0,0,-0.177,-9.2,-8.5,-17.8,0,2023
65,Malcolm Brogdon,31,POR,PG,39,25,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,,1121,17,0.56,0.401,0.234,2.6,12.8,7.4,30.9,1.2,0.6,9.9,23,2,0.6,2.6,0.111,2.7,-0.7,2,1.1,2023
66,Armoni Brooks,25,BRK,PG,10,0,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.4,1.4,0.286,0.446,0.1,0.2,0.5,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,,104,8.3,0.448,0.696,0.043,7.2,11.9,9.5,6.9,0.5,0.9,6,20.8,-0.1,0.1,0,-0.018,-2.2,-3.7,-5.8,-0.1,2023
67,Dillon Brooks,28,HOU,SF,72,72,30.9,4.6,10.7,0.428,1.8,5.1,0.359,2.7,5.5,0.492,0.515,1.7,2,0.844,0.7,2.7,3.4,1.7,0.9,0.1,1.2,3.3,12.7,,2227,9.4,0.549,0.482,0.191,2.5,9.4,5.9,7.5,1.4,0.4,9.6,17.6,0.6,2.1,2.7,0.058,-3.3,-0.3,-3.6,-0.9,2023
68,Bruce Brown,27,2TM,SG,67,44,27.9,4.1,8.7,0.478,0.8,2.4,0.323,3.4,6.2,0.538,0.523,1.7,2.1,0.824,0.8,3.4,4.2,2.9,0.9,0.3,1.3,2.2,10.8,,1866,11.6,0.563,0.282,0.244,3.1,14,8.5,13.2,1.5,0.8,11.8,16.5,1.2,1,2.2,0.058,-2.4,-1,-3.3,-0.6,2023
69,Charlie Brown Jr.,26,NYK,SG,8,0,4.6,0.3,1.3,0.2,0.3,0.9,0.286,0,0.4,0,0.3,0,0,,0.1,0.1,0.3,0,0,0.3,0.3,0.6,0.8,,37,-3.2,0.3,0.7,0,3,3,3,0,0,5.1,16.7,14,-0.1,0,-0.1,-0.124,-10.2,-3.4,-13.6,-0.1,2023
70,Greg Brown III,22,DAL,PF,6,0,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.3,0.5,0.5,0.7,1.5,0.444,0.5,1,1.5,0.7,0,0.7,0.7,0.8,2.5,,40,10.5,0.501,0.273,0.818,8.2,16.3,12.3,13,0,8.8,21.1,20.3,0,0,0,0,-5,0.6,-4.4,0,2023
